id,attraction_name,attraction_url,rating,review_count,rating_details,category,description,city,languages_count,images_folder,images_path,images_count,images_list,status
1709,Essaouira Trip,/Attraction_Review-g298349-d15048390-Reviews-Essaouira_Trip-Essaouira_Marrakech_Safi.html,5.0,13,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Horseback Riding Tours",Essaouira,4,attractions_images/essaouira-trip/,[],0,[],NO_MATCH
1710,Planète Innovation,/Attraction_Review-g298349-d27933354-Reviews-Planete_Innovation-Essaouira_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 9}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Spas,Spas,Essaouira,3,attractions_images/planète-innovation/,[],0,[],NO_MATCH
1711,Journey Morocco,/Attraction_Review-g293734-d16755811-Reviews-Journey_Morocco-Marrakech_Marrakech_Safi.html,5.0,11,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,3,attractions_images/journey-morocco/,[],0,[],NO_MATCH
1712,Mysterious Morocco Tours,/Attraction_Review-g293734-d17805761-Reviews-Mysterious_Morocco_Tours-Marrakech_Marrakech_Safi.html,5.0,14,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,4,attractions_images/mysterious-morocco-tours/,[],0,[],NO_MATCH
1713,Viajes A Marruecos,/Attraction_Review-g293734-d23963387-Reviews-Viajes_A_Marruecos-Marrakech_Marrakech_Safi.html,5.0,10,"[{""rating"": ""Excellent"", ""count"": 10}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Sightseeing Tours,Sightseeing Tours,Marrakech,5,attractions_images/viajes-a-marruecos/,[],0,[],NO_MATCH
1714,Kasbah Artisanat,/Attraction_Review-g293734-d9465631-Reviews-Kasbah_Artisanat-Marrakech_Marrakech_Safi.html,5.0,22,"[{""rating"": ""Excellent"", ""count"": 20}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Speciality &,Speciality & Gift Shops,Marrakech,6,attractions_images/kasbah-artisanat/,[],0,[],NO_MATCH
1715,Marrakech Tour,/Attraction_Review-g293734-d15849486-Reviews-Marrakech_Tour-Marrakech_Marrakech_Safi.html,5.0,14,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Private Tours,Marrakech,7,attractions_images/marrakech-tour/,"[""afro-marrakech-tours01.jpg"", ""afro-marrakech-tours02.jpg"", ""afro-marrakech-tours03.jpg"", ""afro-marrakech-tours04.jpg"", ""afro-marrakech-tours05.jpg""]",5,"['afro-marrakech-tours01.jpg', 'afro-marrakech-tours02.jpg', 'afro-marrakech-tours03.jpg', 'afro-marrakech-tours04.jpg', 'afro-marrakech-tours05.jpg']",MATCHED
1716,Tea room Riad Yima,/Attraction_Review-g293734-d2724453-Reviews-Tea_room_Riad_Yima-Marrakech_Marrakech_Safi.html,4.5,26,"[{""rating"": ""Excellent"", ""count"": 21}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 2}]",Coffeehouses,Coffeehouses,Marrakech,5,attractions_images/tea-room-riad-yima/,[],0,[],NO_MATCH
1717,Soul-Travels,/Attraction_Review-g293734-d13195352-Reviews-Soul_Travels-Marrakech_Marrakech_Safi.html,5.0,12,"[{""rating"": ""Excellent"", ""count"": 12}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours,Marrakech,3,attractions_images/soul-travels/,[],0,[],NO_MATCH
1718,Kioze Yoga,/Attraction_Review-g293734-d28405937-Reviews-Kioze_Yoga-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Yoga &,Yoga & Pilates,Marrakech,3,attractions_images/kioze-yoga/,[],0,[],NO_MATCH
1719,Morocco Endless Travel,/Attraction_Review-g293734-d27698798-Reviews-Morocco_Endless_Travel-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 9}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Marrakech,3,attractions_images/morocco-endless-travel/,[],0,[],NO_MATCH
1720,Youssef Kamal,/Attraction_Review-g293734-d17585207-Reviews-Youssef_Kamal-Marrakech_Marrakech_Safi.html,5.0,12,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Day Trips,Marrakech,4,attractions_images/youssef-kamal/,[],0,[],NO_MATCH
1721,Le petit voleur du Souk,/Attraction_Review-g293734-d26349838-Reviews-Le_petit_voleur_du_Souk-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Paint &,Paint & Pottery Studios,Marrakech,7,attractions_images/le-petit-voleur-du-souk/,[],0,[],NO_MATCH
1722,Morocco Horse Riding,/Attraction_Review-g293734-d23738185-Reviews-Morocco_Horse_Riding-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Horseback Riding,Horseback Riding Tours,Marrakech,2,attractions_images/morocco-horse-riding/,[],0,[],NO_MATCH
1723,Marrakech Desert Line,/Attraction_Review-g293734-d19281781-Reviews-Marrakech_Desert_Line-Marrakech_Marrakech_Safi.html,4.5,22,"[{""rating"": ""Excellent"", ""count"": 16}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 1}]",City Tours,City Tours Multi-day Tours,Marrakech,7,attractions_images/marrakech-desert-line/,[],0,[],NO_MATCH
1724,Sahara Riders,/Attraction_Review-g293734-d19890754-Reviews-Sahara_Riders-Marrakech_Marrakech_Safi.html,5.0,12,"[{""rating"": ""Excellent"", ""count"": 12}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Sightseeing Tours,Marrakech,4,attractions_images/sahara-riders/,"[""sahara-riders01.jpg"", ""sahara-riders02.jpg"", ""sahara-riders03.jpg"", ""sahara-riders04.jpg"", ""sahara-riders05.jpg""]",5,"['sahara-riders01.jpg', 'sahara-riders02.jpg', 'sahara-riders03.jpg', 'sahara-riders04.jpg', 'sahara-riders05.jpg']",MATCHED
1725,Ricks Voyage,/Attraction_Review-g298349-d12571463-Reviews-Ricks_Voyage-Essaouira_Marrakech_Safi.html,4.5,20,"[{""rating"": ""Excellent"", ""count"": 18}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 1}]",City Tours,City Tours Multi-day Tours,Essaouira,4,attractions_images/ricks-voyage/,[],0,[],NO_MATCH
1726,Arganino,/Attraction_Review-g293734-d10380063-Reviews-Arganino-Marrakech_Marrakech_Safi.html,4.5,18,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 5}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Speciality &,Speciality & Gift Shops,Marrakech,9,attractions_images/arganino/,[],0,[],NO_MATCH
1727,Unik Maroc Tours,/Attraction_Review-g293734-d23941076-Reviews-Unik_Maroc_Tours-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Taxis & Shuttles,Marrakech,3,attractions_images/unik-maroc-tours/,[],0,[],NO_MATCH
1728,all in marrakech travel,/Attraction_Review-g293734-d28109438-Reviews-All_in_marrakech_travel-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Adrenaline & Extreme Tours,Marrakech,3,attractions_images/all-in-marrakech-travel/,[],0,[],NO_MATCH
1729,Catzelle Travel & Tours,/Attraction_Review-g293734-d15220502-Reviews-Catzelle_Travel_Tours-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Cultural Tours,Marrakech,2,attractions_images/catzelle-travel-tours/,[],0,[],NO_MATCH
1730,Beldi Weave,/Attraction_Review-g293734-d9601273-Reviews-Beldi_Weave-Marrakech_Marrakech_Safi.html,5.0,22,"[{""rating"": ""Excellent"", ""count"": 20}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Speciality &,Speciality & Gift Shops,Marrakech,6,attractions_images/beldi-weave/,[],0,[],NO_MATCH
1731,Nomada Bereber Tours,/Attraction_Review-g293734-d27982709-Reviews-Nomada_Bereber_Tours-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,3,attractions_images/nomada-bereber-tours/,[],0,[],NO_MATCH
1732,Attractive Holidays,/Attraction_Review-g293734-d23949246-Reviews-Attractive_Holidays-Marrakech_Marrakech_Safi.html,5.0,10,"[{""rating"": ""Excellent"", ""count"": 10}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Private Tours,Marrakech,3,attractions_images/attractive-holidays/,[],0,[],NO_MATCH
1733,Turismo a Marruecos,/Attraction_Review-g293734-d17793379-Reviews-Turismo_a_Marruecos-Marrakech_Marrakech_Safi.html,5.0,11,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Cultural Tours,Marrakech,4,attractions_images/turismo-a-marruecos/,[],0,[],NO_MATCH
1734,Viajes Perfectos en Marruecos,/Attraction_Review-g293734-d25251397-Reviews-Viajes_Perfectos_en_Marruecos-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Cultural Tours,Marrakech,6,attractions_images/viajes-perfectos-en-marruecos/,[],0,[],NO_MATCH
1735,Oblatours,/Attraction_Review-g293734-d13310157-Reviews-Oblatours-Marrakech_Marrakech_Safi.html,5.0,13,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Hiking & Camping Tours,Marrakech,2,attractions_images/oblatours/,[],0,[],NO_MATCH
1736,Morocco Tradition Tours,/Attraction_Review-g293734-d27952373-Reviews-Morocco_Tradition_Tours-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,6,attractions_images/morocco-tradition-tours/,[],0,[],NO_MATCH
1737,Oxygen Lodge Agafay,/Attraction_Review-g293734-d19980812-Reviews-Oxygen_Lodge_Agafay-Marrakech_Marrakech_Safi.html,4.5,12,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]","4WD, ATV","4WD, ATV & Off-Road Tours Bike Tours",Marrakech,3,attractions_images/oxygen-lodge-agafay/,[],0,[],NO_MATCH
1738,Morocco Voyage & Travel,/Attraction_Review-g293734-d27843852-Reviews-Morocco_Voyage_Travel-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,3,attractions_images/morocco-voyage-travel/,[],0,[],NO_MATCH
1739,La Relaxation Spirituelle,/Attraction_Review-g298349-d25008962-Reviews-La_Relaxation_Spirituelle-Essaouira_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Spas,Spas,Essaouira,3,attractions_images/la-relaxation-spirituelle/,[],0,[],NO_MATCH
1740,Marrakesh All Services,/Attraction_Review-g293734-d27532528-Reviews-Marrakesh_All_Services-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 6}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Balloon Rides,Marrakech,4,attractions_images/marrakesh-all-services/,[],0,[],NO_MATCH
1741,Agafay Quad,/Attraction_Review-g293734-d26102799-Reviews-Agafay_Quad-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Adrenaline & Extreme Tours",Marrakech,4,attractions_images/agafay-quad/,"[""agafay-quad-biking01.jpg"", ""agafay-quad-biking02.jpg"", ""agafay-quad-biking03.jpg"", ""agafay-quad-biking04.jpg"", ""agafay-quad-biking05.jpg""]",5,"['agafay-quad-biking01.jpg', 'agafay-quad-biking02.jpg', 'agafay-quad-biking03.jpg', 'agafay-quad-biking04.jpg', 'agafay-quad-biking05.jpg']",MATCHED
1742,Morocco Routes,/Attraction_Review-g293734-d17449148-Reviews-Morocco_Routes-Marrakech_Marrakech_Safi.html,5.0,12,"[{""rating"": ""Excellent"", ""count"": 12}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Multi-day Tours,Marrakech,5,attractions_images/morocco-routes/,[],0,[],NO_MATCH
1743,Om Yoga Marrakech,/Attraction_Review-g293734-d15277086-Reviews-Om_Yoga_Marrakech-Marrakech_Marrakech_Safi.html,4.5,17,"[{""rating"": ""Excellent"", ""count"": 16}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Yoga &,Yoga & Pilates,Marrakech,3,attractions_images/om-yoga-marrakech/,[],0,[],NO_MATCH
1744,Morocco Travels,/Attraction_Review-g293734-d15074227-Reviews-Morocco_Travels-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Marrakech,2,attractions_images/morocco-travels/,[],0,[],NO_MATCH
1745,Sahara Sun,/Attraction_Review-g293734-d27531759-Reviews-Sahara_Sun-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Private Tours,Marrakech,2,attractions_images/sahara-sun/,"[""sahara01.jpg"", ""sahara02.jpg"", ""sahara03.jpg"", ""sahara04.jpg"", ""sahara05.jpg""]",5,"['sahara01.jpg', 'sahara02.jpg', 'sahara03.jpg', 'sahara04.jpg', 'sahara05.jpg']",MATCHED
1746,Merzouga.com,/Attraction_Review-g293734-d19820650-Reviews-Merzouga_com-Marrakech_Marrakech_Safi.html,4.0,30,"[{""rating"": ""Excellent"", ""count"": 21}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 5}]",Multi-day Tours,Multi-day Tours Cultural Tours,Marrakech,6,attractions_images/merzougacom/,[],0,[],NO_MATCH
1747,Libzar Cooking Class,/Attraction_Review-g293734-d12906989-Reviews-Libzar_Cooking_Class-Marrakech_Marrakech_Safi.html,5.0,16,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Lessons &,Lessons & Workshops Cooking Classes,Marrakech,6,attractions_images/libzar-cooking-class/,[],0,[],NO_MATCH
1748,get your excursions,/Attraction_Review-g293734-d15669294-Reviews-Get_your_excursions-Marrakech_Marrakech_Safi.html,5.0,14,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Parasailing &,Parasailing & Paragliding Multi-day Tours,Marrakech,6,attractions_images/get-your-excursions/,[],0,[],NO_MATCH
1749,Marrakech,/Attraction_Review-g293734-d15271249-Reviews-Marrakech-Marrakech_Marrakech_Safi.html,5.0,13,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Sightseeing Tours,Sightseeing Tours Private Tours,Marrakech,3,attractions_images/marrakech/,"[""adrar-trips-from-marrakech01.jpg"", ""adrar-trips-from-marrakech02.jpg"", ""adrar-trips-from-marrakech03.jpg"", ""adrar-trips-from-marrakech04.jpg"", ""adrar-trips-from-marrakech05.jpg""]",5,"['adrar-trips-from-marrakech01.jpg', 'adrar-trips-from-marrakech02.jpg', 'adrar-trips-from-marrakech03.jpg', 'adrar-trips-from-marrakech04.jpg', 'adrar-trips-from-marrakech05.jpg']",MATCHED
1750,Happy Ballooning Marrakech,/Attraction_Review-g293734-d27497158-Reviews-Happy_Ballooning_Marrakech-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Balloon Rides,Balloon Rides,Marrakech,3,attractions_images/happy-ballooning-marrakech/,[],0,[],NO_MATCH
1751,Morocco Acropolis Travel,/Attraction_Review-g293734-d19714225-Reviews-Morocco_Acropolis_Travel-Marrakech_Marrakech_Safi.html,5.0,16,"[{""rating"": ""Excellent"", ""count"": 15}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Multi-day Tours,Multi-day Tours Eco Tours,Marrakech,4,attractions_images/morocco-acropolis-travel/,[],0,[],NO_MATCH
1752,Afro Marrakech Tours,/Attraction_Review-g293734-d15532356-Reviews-Afro_Marrakech_Tours-Marrakech_Marrakech_Safi.html,5.0,14,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Marrakech,4,attractions_images/afro-marrakech-tours/,"[""afro-marrakech-tours01.jpg"", ""afro-marrakech-tours02.jpg"", ""afro-marrakech-tours03.jpg"", ""afro-marrakech-tours04.jpg"", ""afro-marrakech-tours05.jpg""]",5,"['afro-marrakech-tours01.jpg', 'afro-marrakech-tours02.jpg', 'afro-marrakech-tours03.jpg', 'afro-marrakech-tours04.jpg', 'afro-marrakech-tours05.jpg']",MATCHED
1753,Centre Artisanal,/Attraction_Review-g293734-d12664158-Reviews-Centre_Artisanal-Marrakech_Marrakech_Safi.html,4.5,22,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 7}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 2}]",Speciality &,Speciality & Gift Shops,Marrakech,5,attractions_images/centre-artisanal/,[],0,[],NO_MATCH
1754,Toubkal trekking - Day Tours,/Attraction_Review-g293734-d19109759-Reviews-Toubkal_trekking_Day_Tours-Marrakech_Marrakech_Safi.html,5.0,9,"[{""rating"": ""Excellent"", ""count"": 9}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Walking Tours,Marrakech,3,attractions_images/toubkal-trekking-day-tours/,"[""toubkal-trekking01.jpg"", ""toubkal-trekking02.jpg"", ""toubkal-trekking03.jpg"", ""toubkal-trekking04.jpg"", ""toubkal-trekking05.jpg""]",5,"['toubkal-trekking01.jpg', 'toubkal-trekking02.jpg', 'toubkal-trekking03.jpg', 'toubkal-trekking04.jpg', 'toubkal-trekking05.jpg']",MATCHED
1755,Marrakech Tours & Transfers - Welcome Pickups,/Attraction_Review-g293734-d19122720-Reviews-Marrakech_Tours_Transfers_Welcome_Pickups-Marrakech_Marrakech_Safi.html,4.5,14,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Cultural Tours,Marrakech,2,attractions_images/marrakech-tours-transfers-welcome-pickups/,[],0,[],NO_MATCH
1756,Agafay Desert Camel Ride,/Attraction_Review-g15276171-d16743131-Reviews-Agafay_Desert_Camel_Ride-Agafay_Marrakech_Safi.html,4.5,12,"[{""rating"": ""Excellent"", ""count"": 9}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 2}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Safaris",Agafay,5,attractions_images/agafay-desert-camel-ride/,[],0,[],NO_MATCH
1757,La Maison Du Tui Na,/Attraction_Review-g293734-d26435147-Reviews-La_Maison_Du_Tui_Na-Marrakech_Marrakech_Safi.html,4.5,11,"[{""rating"": ""Excellent"", ""count"": 10}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Hammams &,Hammams & Turkish Baths Spas,Marrakech,3,attractions_images/la-maison-du-tui-na/,[],0,[],NO_MATCH
1758,Ouirgantour,/Attraction_Review-g293734-d17671559-Reviews-Ouirgantour-Marrakech_Marrakech_Safi.html,5.0,13,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Marrakech,4,attractions_images/ouirgantour/,[],0,[],NO_MATCH
1759,HABTI VOYAGE,/Attraction_Review-g293734-d15220274-Reviews-HABTI_VOYAGE-Marrakech_Marrakech_Safi.html,4.5,16,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 2}]",City Tours,City Tours Paint & Pottery Studios,Marrakech,4,attractions_images/habti-voyage/,[],0,[],NO_MATCH
